10.0001423355 0.0 15.2368478874 0.0 7.00014233552 0.0
9.9212882263 1.25335017501 15.1167007908 1.90968341506 6.60252320284 2.85506206808
9.68596947507 2.48693426905 14.7581542924 3.78924998187 5.50795580518 5.41691598373
9.2978971991 3.68129792404 14.1668628848 5.60905781288 3.93553772451 7.52216285984
8.76319153 4.81760531167 13.3521515866 7.34040745149 2.10092155793 9.14279868675
8.0902850956 5.87793618564 12.3268688816 8.95599447965 0.159822939181 10.323181989
7.28979003234 6.84556849465 11.1071840907 10.4303401248 -1.79038434048 11.129092621
6.37433062556 7.70524209916 9.71233237159 11.7401930754 -3.69273711513 11.624246201
5.35834421697 8.44339943287 8.1643113691 12.864896168 -5.51508441049 11.8630136174
4.25785351917 9.04839931368 6.48753429919 13.7867121628 -7.23986673482 11.8897336903
3.09021392784 9.51070053207 4.70844493792 14.4911034711 -8.85799605199 11.7400804429
1.87383981687 9.82301232165 2.85510058729 14.9669614211 -10.365286605 11.4427768932
0.627914132614 9.98040933893 0.95672959484 15.2067814486 -11.7603759252 11.021119984
-0.627914132614 9.98040933893 -0.95672959484 15.2067814486 -13.0435034867 10.4942048294
-1.87383981687 9.82301232165 -2.85510058729 14.9669614211 -14.2157850749 9.87787074674
-3.09021392784 9.51070053207 -4.70844493792 14.4911034711 -15.2787771123 9.18542324155
-4.25785351917 9.04839931368 -6.48753429919 13.7867121628 -16.2342130159 8.42818482221
-5.35834421697 8.44339943287 -8.1643113691 12.864896168 -17.0838430392 7.61591777241
-6.37433062556 7.70524209916 -9.71233237159 11.7401930754 -17.8293371009 6.75715183496
-7.28979003234 6.84556849465 -11.1071840907 10.4303401248 -18.4722262788 5.8594413518
-8.0902850956 5.87793618564 -12.3268688816 8.95599447965 -19.0138681413 4.92956999435
-8.76319153 4.81760531167 -13.3521515866 7.34040745149 -19.4554267423 3.97371653238
-9.2978971991 3.68129792404 -14.1668628848 5.60905781288 -19.797861545 2.99759169614
-9.68596947507 2.48693426905 -14.7581542924 3.78924998187 -20.0419216681 2.00655374942
-9.9212882263 1.25335017501 -15.1167007908 1.90968341506 -20.1881431609 1.00570871884
-10.0001423355 1.22466423022e-15 -15.2368478874 1.86597569944e-15 -20.2368478874 1.45759114318e-15
-9.9212882263 -1.25335017501 -15.1167007908 -1.90968341506 -20.1881431609 -1.00570871884
-9.68596947507 -2.48693426905 -14.7581542924 -3.78924998187 -20.0419216681 -2.00655374942
-9.2978971991 -3.68129792404 -14.1668628848 -5.60905781288 -19.797861545 -2.99759169614
-8.76319153 -4.81760531167 -13.3521515866 -7.34040745149 -19.4554267423 -3.97371653238
-8.0902850956 -5.87793618564 -12.3268688816 -8.95599447965 -19.0138681413 -4.92956999435
-7.28979003234 -6.84556849465 -11.1071840907 -10.4303401248 -18.4722262788 -5.8594413518
-6.37433062556 -7.70524209916 -9.71233237159 -11.7401930754 -17.8293371009 -6.75715183496
-5.35834421697 -8.44339943287 -8.1643113691 -12.864896168 -17.0838430392 -7.61591777241
-4.25785351917 -9.04839931368 -6.48753429919 -13.7867121628 -16.2342130159 -8.42818482221
-3.09021392784 -9.51070053207 -4.70844493792 -14.4911034711 -15.2787771123 -9.18542324155
-1.87383981687 -9.82301232165 -2.85510058729 -14.9669614211 -14.2157850749 -9.87787074674
-0.627914132614 -9.98040933893 -0.95672959484 -15.2067814486 -13.0435034867 -10.4942048294
0.627914132614 -9.98040933893 0.95672959484 -15.2067814486 -11.7603759252 -11.021119984
1.87383981687 -9.82301232165 2.85510058729 -14.9669614211 -10.365286605 -11.4427768932
3.09021392784 -9.51070053207 4.70844493792 -14.4911034711 -8.85799605199 -11.7400804429
4.25785351917 -9.04839931368 6.48753429919 -13.7867121628 -7.23986673482 -11.8897336903
5.35834421697 -8.44339943287 8.1643113691 -12.864896168 -5.51508441049 -11.8630136174
6.37433062556 -7.70524209916 9.71233237159 -11.7401930754 -3.69273711513 -11.624246201
7.28979003234 -6.84556849465 11.1071840907 -10.4303401248 -1.79038434048 -11.129092621
8.0902850956 -5.87793618564 12.3268688816 -8.95599447965 0.159822939181 -10.323181989
8.76319153 -4.81760531167 13.3521515866 -7.34040745149 2.10092155793 -9.14279868675
9.2978971991 -3.68129792404 14.1668628848 -5.60905781288 3.93553772451 -7.52216285984
9.68596947507 -2.48693426905 14.7581542924 -3.78924998187 5.50795580518 -5.41691598373
9.9212882263 -1.25335017501 15.1167007908 -1.90968341506 6.60252320284 -2.85506206808
10.0001423355 0.0 15.2368478874 0.0 7.00014233552 0.0
