9.96588082766 -0.827082857804
10.0978852554 -0.590465974876
10.22417864 -0.353514356963
10.3448826003 -0.116368734619
10.4601180276 0.120839105547
10.5700047798 0.357985820221
10.6746614216 0.594956030624
10.7742050041 0.83164185885
10.8687508806 1.06794248773
10.958412555 1.30376374054
11.043301557 1.53901767909
11.1235273432 1.77362222501
11.1991972203 2.00750080053
11.2704162859 2.24058198696
11.337287388 2.47279920466
11.3999110977 2.70409041082
11.4583856951 2.93439781314
11.5128071657 3.16366760266
11.5632692067 3.39184970209
11.6098632407 3.61889752801
11.6526784368 3.8447677696
11.6918017369 4.06942017994
11.7273178871 4.29281738087
11.7593094732 4.51492467935
11.787856959 4.73570989621
11.8130387274 4.95514320548
11.8349311243 5.17319698348
11.8536085028 5.38984566812
11.8691432693 5.60506562695
11.8816059309 5.81883503337
11.891065142 6.03113375129
11.8975877525 6.2419432265
11.901238855 6.45124638567
11.9020818322 6.65902754122
11.9001784041 6.86527230262
11.8955886742 7.06996749324
11.8883711756 7.27310107246
11.8785829162 7.47466206275
11.8662794228 7.67464048146
11.8515147846 7.87302727668
11.8343416961 8.06981426771
11.8148114981 8.26499408855
11.792974219 8.4585601356
11.7688786137 8.65050651801
11.7425722026 8.84082801192
11.7141013091 9.02952001686
11.6835110959 9.21657851523
11.6508456007 9.40200003421
11.6161477704 9.58578161001
11.5794594949 9.76792075438
